,Date,Close,Open,High,Low,Volume,Change
724,2016-09-23,0.96,0.955,0.96,0.955,336000.0,0.0
725,2016-09-26,0.96,0.96,0.96,0.95,21500.0,0.0
726,2016-09-27,0.96,0.96,0.96,0.96,41900.0,0.010526315789473717
727,2016-09-28,0.95,0.96,0.96,0.95,28000.0,-0.045226130653266416
728,2016-09-29,0.995,0.96,1.0,0.96,375700.0,-0.02450980392156865
729,2016-09-30,1.02,1.02,1.05,1.02,105500.0,0.025125628140703515
730,2016-10-04,0.995,1.01,1.01,0.995,20200.0,-0.0050000000000000044
731,2016-10-05,1.0,1.0,1.0,1.0,41000.0,-0.00990099009900991
732,2016-10-06,1.01,1.01,1.01,1.01,10000.0,0.0
733,2016-10-07,1.01,1.01,1.01,1.01,4000.0,0.0
734,2016-10-11,1.01,1.01,1.01,1.01,1000.0,0.0
735,2016-10-12,1.01,1.01,1.01,1.01,3200.0,0.0
736,2016-10-13,1.01,1.01,1.01,1.01,16000.0,0.010000000000000009
737,2016-10-14,1.0,1.0,1.0,1.0,4000.0,0.0
738,2016-10-17,1.0,1.0,1.0,1.0,33200.0,-0.00990099009900991
739,2016-10-18,1.01,1.0,1.02,1.0,34400.0,0.0
740,2016-10-19,1.01,1.0,1.01,1.0,78100.0,0.010000000000000009
741,2016-10-20,1.0,1.01,1.01,1.0,14000.0,-0.04761904761904767
742,2016-10-21,1.05,1.0,1.05,1.0,21000.0,0.05527638190954787
743,2016-10-24,0.995,0.995,0.995,0.995,29000.0,0.0
744,2016-10-25,0.995,0.995,1.0,0.995,29900.0,0.005050505050504972
745,2016-10-26,0.99,0.995,0.995,0.99,64200.0,0.0050761421319796
746,2016-10-27,0.985,0.995,1.01,0.985,56500.0,0.005102040816326481
747,2016-10-28,0.98,0.98,0.98,0.98,3500.0,0.02083333333333326
748,2016-11-01,0.96,0.98,0.98,0.96,44500.0,-0.005181347150259086
749,2016-11-02,0.965,0.97,0.97,0.96,7100.0,-0.005154639175257714
750,2016-11-03,0.97,0.97,0.97,0.97,5000.0,0.01041666666666674
751,2016-11-07,0.96,0.965,0.965,0.96,16000.0,0.026737967914438387
752,2016-11-09,0.935,0.955,0.955,0.92,175900.0,-0.04591836734693866
753,2016-11-10,0.98,0.94,0.98,0.94,160500.0,0.010309278350515427
754,2016-11-16,0.97,0.97,0.97,0.97,2000.0,0.043010752688172005
755,2016-11-21,0.93,0.94,0.94,0.93,12000.0,-0.005347593582887722
756,2016-11-23,0.935,0.935,0.935,0.935,11000.0,-0.02604166666666663
757,2016-11-24,0.96,0.96,0.96,0.96,8000.0,-0.020408163265306145
758,2016-11-25,0.98,0.96,0.98,0.96,8500.0,0.0
759,2016-11-28,0.98,0.98,0.98,0.98,2000.0,0.03157894736842115
760,2016-11-29,0.95,0.95,0.95,0.95,2000.0,0.016042780748662944
761,2016-12-01,0.935,0.925,0.95,0.925,162000.0,-0.005319148936170137
762,2016-12-02,0.94,0.945,0.955,0.935,341100.0,0.0
763,2016-12-05,0.94,0.94,0.95,0.94,96000.0,0.0
764,2016-12-06,0.94,0.945,0.945,0.94,80100.0,0.0
765,2016-12-07,0.94,0.935,0.94,0.935,23500.0,0.0
766,2016-12-08,0.94,0.935,0.94,0.935,123500.0,0.0053475935828875
767,2016-12-09,0.935,0.915,0.935,0.915,35000.0,0.0
768,2016-12-13,0.935,0.935,0.935,0.935,111400.0,-0.005319148936170137
769,2016-12-14,0.94,0.935,0.94,0.935,38500.0,0.0053475935828875
770,2016-12-15,0.935,0.94,0.94,0.935,34200.0,0.0
771,2016-12-16,0.935,0.94,0.94,0.935,16600.0,0.005376344086021501
772,2016-12-19,0.93,0.935,0.94,0.93,76400.0,0.0219780219780219
773,2016-12-20,0.91,0.935,0.935,0.91,110500.0,-0.016216216216216273
774,2016-12-21,0.925,0.915,0.925,0.91,48100.0,-0.015957446808510523
775,2016-12-22,0.94,0.94,0.94,0.935,23000.0,0.010752688172043001
776,2016-12-23,0.93,0.93,0.93,0.93,7000.0,-0.03626943005181338
777,2016-12-28,0.965,0.95,0.965,0.95,56400.0,0.015789473684210575
778,2016-12-29,0.95,0.97,0.97,0.95,36700.0,-0.030612244897959218
779,2017-01-04,0.98,0.95,0.985,0.95,119200.0,-0.020000000000000018
780,2017-01-05,1.0,0.99,1.0,0.99,179000.0,-0.03846153846153855
781,2017-01-06,1.04,1.01,1.04,1.01,53000.0,0.019607843137254832
782,2017-01-09,1.02,1.04,1.05,1.02,89500.0,0.020000000000000018
783,2017-01-10,1.0,1.02,1.02,0.995,121000.0,0.015228426395939021
784,2017-01-11,0.985,0.995,0.995,0.98,99200.0,0.01025641025641022
785,2017-01-12,0.975,0.99,0.99,0.97,184100.0,0.0
786,2017-01-13,0.975,0.975,0.98,0.97,98000.0,0.010362694300518172
787,2017-01-16,0.965,0.98,0.98,0.965,68800.0,-0.005154639175257714
788,2017-01-17,0.97,0.97,0.97,0.965,13500.0,0.021052631578947434
789,2017-01-18,0.95,0.96,0.96,0.95,88000.0,0.016042780748662944
790,2017-01-19,0.935,0.95,0.955,0.935,238000.0,0.016304347826086918
791,2017-01-20,0.92,0.94,0.94,0.92,192400.0,-0.010752688172043001
792,2017-01-23,0.93,0.925,0.93,0.925,15000.0,0.016393442622950838
793,2017-01-24,0.915,0.93,0.93,0.915,104500.0,-0.010810810810810811
794,2017-01-25,0.925,0.915,0.925,0.915,31000.0,-0.005376344086021501
795,2017-01-26,0.93,0.92,0.93,0.92,59900.0,0.0
796,2017-01-27,0.93,0.93,0.93,0.915,153100.0,0.016393442622950838
797,2017-01-31,0.915,0.92,0.92,0.915,101700.0,-0.016129032258064502
798,2017-02-02,0.93,0.93,0.935,0.925,111800.0,0.00540540540540535
799,2017-02-03,0.925,0.925,0.93,0.925,32000.0,-0.02631578947368407
800,2017-02-06,0.95,0.93,0.955,0.925,792700.0,0.0
801,2017-02-07,0.95,0.955,0.99,0.95,1350000.0,-0.01041666666666663
802,2017-02-08,0.96,0.955,0.97,0.95,499800.0,-0.025380710659898553
803,2017-02-10,0.985,0.965,1.03,0.965,1250000.0,-0.015000000000000013
804,2017-02-13,1.0,0.99,1.01,0.99,800200.0,-0.00990099009900991
805,2017-02-14,1.01,0.995,1.01,0.995,300000.0,0.02020202020202011
806,2017-02-15,0.99,1.01,1.01,0.985,263100.0,0.0
807,2017-02-16,0.99,0.99,0.995,0.99,45200.0,-0.04807692307692313
808,2017-02-17,1.04,0.995,1.04,0.995,414700.0,0.019607843137254832
809,2017-02-20,1.02,1.04,1.04,1.02,117000.0,0.0
810,2017-02-21,1.02,1.02,1.04,1.02,343300.0,0.0
811,2017-02-22,1.02,1.03,1.03,1.02,167900.0,0.00990099009900991
812,2017-02-23,1.01,1.02,1.03,1.01,167400.0,0.03589743589743599
813,2017-02-24,0.975,0.98,0.98,0.95,307600.0,-0.015151515151515138
814,2017-02-27,0.99,0.98,1.01,0.98,176500.0,-0.005025125628140725
815,2017-02-28,0.995,0.995,0.995,0.995,2200.0,-0.05238095238095242
816,2017-03-01,1.05,0.995,1.05,0.995,374700.0,-0.01869158878504673
817,2017-03-02,1.07,1.06,1.08,1.05,356100.0,0.028846153846153966
818,2017-03-03,1.04,1.06,1.06,1.04,172500.0,-0.00952380952380949
819,2017-03-06,1.05,1.04,1.06,1.04,221100.0,-0.045454545454545525
820,2017-03-07,1.1,1.05,1.1,1.05,677300.0,-0.009009009009009028
821,2017-03-08,1.11,1.12,1.12,1.09,501000.0,0.009090909090909038
822,2017-03-09,1.1,1.1,1.1,1.08,223600.0,0.00917431192660545
823,2017-03-10,1.09,1.09,1.09,1.08,137800.0,0.0
824,2017-03-13,1.09,1.08,1.09,1.08,127700.0,0.0092592592592593
825,2017-03-14,1.08,1.08,1.08,1.07,19000.0,0.0
826,2017-03-15,1.08,1.07,1.09,1.07,95900.0,-0.00917431192660556
827,2017-03-16,1.09,1.09,1.09,1.08,156200.0,0.0
828,2017-03-17,1.09,1.08,1.09,1.08,47700.0,0.0
829,2017-03-20,1.09,1.08,1.09,1.08,76100.0,0.0
830,2017-03-21,1.09,1.09,1.09,1.07,64900.00000000001,0.0092592592592593
831,2017-03-22,1.08,1.08,1.08,1.06,148600.0,0.009345794392523477
832,2017-03-23,1.07,1.07,1.07,1.06,68500.0,0.0
833,2017-03-24,1.07,1.07,1.07,1.07,9000.0,-0.01834862385321101
834,2017-03-28,1.09,1.06,1.09,1.06,116300.0,0.0
835,2017-03-29,1.09,1.09,1.09,1.07,135500.0,0.0092592592592593
836,2017-03-30,1.08,1.07,1.08,1.07,25100.0,0.0
837,2017-03-31,1.08,1.08,1.08,1.08,119300.0,-0.00917431192660556
838,2017-04-03,1.09,1.07,1.09,1.07,32600.0,0.0
839,2017-04-04,1.09,1.08,1.09,1.08,892700.0,-0.03539823008849541
840,2017-04-05,1.13,1.1,1.14,1.1,553400.0,-0.03418803418803418
841,2017-04-06,1.17,1.12,1.18,1.12,181600.0,-0.03305785123966942
842,2017-04-07,1.21,1.16,1.21,1.16,331000.0,-0.016260162601625994
843,2017-04-10,1.23,1.21,1.24,1.21,121700.0,0.0
844,2017-04-11,1.23,1.24,1.27,1.23,534000.0,-0.016000000000000014
845,2017-04-12,1.25,1.22,1.26,1.22,273600.0,0.0
846,2017-04-13,1.25,1.25,1.26,1.22,370600.0,0.008064516129032251
847,2017-04-14,1.24,1.23,1.24,1.22,140100.0,0.008130081300812941
848,2017-04-17,1.23,1.23,1.23,1.22,80200.0,0.016528925619834656
849,2017-04-18,1.21,1.22,1.22,1.19,146700.0,0.008333333333333304
850,2017-04-19,1.2,1.2,1.24,1.2,349600.0,-0.016393442622950838
851,2017-04-20,1.22,1.2,1.22,1.2,81700.0,-0.02400000000000002
852,2017-04-21,1.25,1.22,1.25,1.2,2029999.9999999998,0.0
853,2017-04-25,1.25,1.23,1.25,1.23,93000.0,0.016260162601626105
854,2017-04-26,1.23,1.23,1.25,1.22,298000.0,0.0
855,2017-04-27,1.23,1.23,1.23,1.22,86000.0,0.008196721311475308
856,2017-04-28,1.22,1.22,1.22,1.2,411600.0,0.008264462809917328
857,2017-05-02,1.21,1.21,1.21,1.21,43100.0,-0.008196721311475419
858,2017-05-03,1.22,1.21,1.22,1.2,122100.0,0.033898305084745894
859,2017-05-04,1.18,1.2,1.2,1.18,73700.0,0.01724137931034475
860,2017-05-05,1.16,1.18,1.18,1.15,77000.0,-0.008547008547008517
861,2017-05-08,1.17,1.14,1.2,1.14,177500.0,-0.01680672268907568
862,2017-05-09,1.19,1.18,1.19,1.18,42000.0,0.0
863,2017-05-11,1.19,1.18,1.19,1.18,36100.0,0.008474576271186418
864,2017-05-12,1.18,1.19,1.19,1.17,45300.0,0.0
865,2017-05-15,1.18,1.17,1.18,1.13,282500.0,0.0
866,2017-05-16,1.18,1.18,1.2,1.16,110300.0,-0.048387096774193616
867,2017-05-17,1.24,1.19,1.24,1.19,519400.0,0.04201680672268915
868,2017-05-18,1.19,1.2,1.21,1.19,49500.0,0.0
869,2017-05-19,1.19,1.19,1.2,1.19,76000.0,0.0
870,2017-05-22,1.19,1.2,1.21,1.17,260500.0,-0.024590163934426257
871,2017-05-23,1.22,1.19,1.23,1.17,364000.0,0.033898305084745894
872,2017-05-24,1.18,1.19,1.19,1.17,133800.0,-0.01666666666666672
873,2017-05-25,1.2,1.18,1.2,1.18,35000.0,0.008403361344537785
874,2017-05-26,1.19,1.18,1.19,1.18,19000.0,0.008474576271186418
875,2017-05-29,1.18,1.17,1.18,1.17,13000.0,0.008547008547008517
876,2017-05-30,1.17,1.17,1.17,1.17,22000.0,-0.008474576271186418
877,2017-05-31,1.18,1.17,1.18,1.17,14400.0,-0.008403361344537785
878,2017-06-01,1.19,1.16,1.19,1.15,90700.0,-0.008333333333333304
879,2017-06-02,1.2,1.19,1.2,1.19,71100.0,0.025641025641025772
880,2017-06-05,1.17,1.2,1.2,1.17,44000.0,0.008620689655172376
881,2017-06-06,1.16,1.16,1.16,1.16,55000.0,0.0
882,2017-06-07,1.16,1.16,1.16,1.16,15000.0,0.0
883,2017-06-08,1.16,1.16,1.16,1.16,287300.0,-0.008547008547008517
884,2017-06-09,1.17,1.16,1.17,1.16,67000.0,0.008620689655172376
885,2017-06-13,1.16,1.16,1.16,1.16,13000.0,-0.016949152542372947
886,2017-06-15,1.18,1.16,1.18,1.16,80100.0,-0.008403361344537785
887,2017-06-16,1.19,1.18,1.19,1.18,27300.0,0.017094017094017033
888,2017-06-19,1.17,1.18,1.18,1.17,101000.0,0.0
889,2017-06-20,1.17,1.17,1.17,1.17,15000.0,0.0
890,2017-06-21,1.17,1.17,1.17,1.14,129000.0,0.01739130434782621
891,2017-06-22,1.15,1.17,1.17,1.15,66000.0,0.017699115044247815
892,2017-06-23,1.13,1.15,1.15,1.13,41000.0,0.0
893,2017-06-29,1.13,1.13,1.13,1.12,40000.0,0.0
894,2017-06-30,1.13,1.13,1.13,1.13,10700.0,0.0
895,2017-07-03,1.13,1.13,1.13,1.12,26000.0,0.0
896,2017-07-04,1.13,1.13,1.13,1.13,42000.0,0.0
897,2017-07-05,1.13,1.13,1.15,1.13,8000.0,-0.025862068965517238
898,2017-07-06,1.16,1.13,1.16,1.13,21300.0,0.026548672566371723
899,2017-07-07,1.13,1.13,1.13,1.13,9200.0,-0.017391304347826098
900,2017-07-10,1.15,1.13,1.15,1.13,12000.0,-0.017094017094017144
901,2017-07-13,1.17,1.16,1.17,1.15,54100.0,-0.008474576271186418
902,2017-07-14,1.18,1.18,1.18,1.18,2000.0,0.026086956521739202
903,2017-07-17,1.15,1.15,1.15,1.15,10000.0,0.00877192982456143
904,2017-07-19,1.14,1.15,1.15,1.1,120500.0,0.01785714285714257
905,2017-07-20,1.12,1.13,1.13,1.12,6400.0,0.0
906,2017-07-21,1.12,1.12,1.12,1.12,6000.0,0.05660377358490565
907,2017-07-24,1.06,1.12,1.12,1.06,208500.0,0.04950495049504955
908,2017-07-25,1.01,1.06,1.06,1.01,114000.0,-0.05607476635514019
909,2017-07-26,1.07,1.01,1.07,0.995,1100000.0,0.028846153846153966
910,2017-07-27,1.04,1.07,1.07,1.04,18000.0,0.0
911,2017-07-28,1.04,1.04,1.04,1.04,5000.0,-0.018867924528301883
912,2017-07-31,1.06,1.04,1.06,1.03,36000.0,0.00952380952380949
913,2017-08-02,1.05,1.05,1.05,1.05,6000.0,0.009615384615384581
914,2017-08-03,1.04,1.04,1.04,1.04,3200.0,0.009708737864077666
915,2017-08-09,1.03,1.04,1.04,1.03,15000.0,0.0
916,2017-08-10,1.03,1.03,1.03,1.03,15000.0,0.0
917,2017-08-11,1.03,1.03,1.03,1.03,42000.0,0.01980198019801982
918,2017-08-15,1.01,1.02,1.02,1.01,53000.0,0.010000000000000009
919,2017-08-16,1.0,1.01,1.01,1.0,10000.0,0.0
920,2017-08-17,1.0,1.0,1.0,1.0,90400.0,0.005025125628140614
921,2017-08-18,0.995,1.0,1.0,0.995,54000.0,0.010152284263959421
922,2017-08-21,0.985,0.99,0.99,0.985,84100.0,0.01025641025641022
923,2017-08-23,0.975,0.98,0.98,0.975,30000.0,0.04278074866310155
924,2017-08-24,0.935,0.96,0.96,0.91,186600.0,-0.02604166666666663
925,2017-08-25,0.96,0.94,0.965,0.94,121800.0,-0.015384615384615441
926,2017-08-28,0.975,0.985,0.99,0.975,259000.0,-0.005102040816326481
927,2017-08-29,0.98,0.98,0.99,0.98,227000.0,-0.010101010101010055
928,2017-08-30,0.99,0.98,0.99,0.98,110000.0,0.01538461538461533
929,2017-09-05,0.975,0.975,0.975,0.975,6000.0,0.0
930,2017-09-06,0.975,0.98,0.98,0.975,57000.0,-0.02010050251256279
931,2017-09-07,0.995,0.995,0.995,0.995,80000.0,0.015306122448979664
932,2017-09-08,0.98,0.975,0.99,0.97,98700.0,-0.010101010101010055
933,2017-09-11,0.99,0.99,0.99,0.99,12000.0,0.0
934,2017-09-12,0.99,0.99,0.99,0.985,9400.0,0.010204081632652962
935,2017-09-13,0.98,0.99,0.99,0.98,3200.0,-0.010101010101010055
936,2017-09-14,0.99,0.99,0.99,0.98,105000.0,0.0050761421319796
937,2017-09-15,0.985,0.99,0.99,0.985,82000.0,0.01025641025641022
938,2017-09-18,0.975,0.975,0.99,0.975,557800.0,0.005154639175257714
939,2017-09-19,0.97,0.985,0.985,0.97,283400.0,-0.08490566037735858
940,2017-09-20,1.06,0.975,1.06,0.97,1080000.0,0.00952380952380949
941,2017-09-21,1.05,1.1,1.11,1.01,1560000.0,0.009615384615384581
942,2017-09-25,1.04,1.09,1.09,1.04,242500.0,-0.07964601769911495
943,2017-09-26,1.13,1.04,1.14,1.04,591000.0,0.0366972477064218
944,2017-09-27,1.09,1.13,1.13,1.09,106500.0,0.028301886792452935
945,2017-09-28,1.06,1.09,1.11,1.06,194600.0,0.0
946,2017-09-29,1.06,1.06,1.06,1.06,14000.0,0.0
947,2017-10-02,1.06,1.06,1.06,1.06,10200.0,0.019230769230769162
948,2017-10-03,1.04,1.06,1.06,1.03,69000.0,0.019607843137254832
949,2017-10-04,1.02,1.02,1.02,1.02,19400.0,-0.019230769230769273
950,2017-10-06,1.04,1.04,1.04,1.04,13000.0,0.009708737864077666
951,2017-10-09,1.03,1.03,1.03,1.03,12000.0,0.0
952,2017-10-10,1.03,1.03,1.03,1.03,10000.0,0.009803921568627416
953,2017-10-12,1.02,1.03,1.03,1.02,34100.0,0.0
954,2017-10-13,1.02,1.01,1.03,1.01,69000.0,-0.019230769230769273
955,2017-10-16,1.04,1.03,1.04,1.03,229900.0,0.009708737864077666
956,2017-10-17,1.03,1.03,1.03,1.03,130100.0,0.009803921568627416
957,2017-10-19,1.02,1.02,1.02,1.02,1000.0,-0.037735849056603765
958,2017-10-23,1.06,1.06,1.06,1.06,100.0,0.03921568627450989
959,2017-10-24,1.02,1.02,1.02,1.02,100.0,0.0
960,2017-10-25,1.02,1.02,1.02,1.02,10000.0,0.0
961,2017-10-26,1.02,1.02,1.02,1.02,23200.0,0.0
962,2017-10-27,1.02,1.02,1.02,1.02,16800.0,-0.02857142857142858
963,2017-10-30,1.05,1.05,1.05,1.05,23300.0,0.0
964,2017-10-31,1.05,1.03,1.05,1.03,75900.0,-0.01869158878504673
965,2017-11-01,1.07,1.06,1.07,1.06,30500.0,0.028846153846153966
966,2017-11-03,1.04,1.04,1.05,1.04,37100.0,-0.00952380952380949
967,2017-11-06,1.05,1.05,1.05,1.05,80700.0,0.0
968,2017-11-07,1.05,1.05,1.05,1.05,90000.0,0.009615384615384581
969,2017-11-08,1.04,1.05,1.05,1.03,267300.0,0.0
970,2017-11-09,1.04,1.04,1.06,1.03,652500.0,0.040000000000000036
971,2017-11-10,1.0,1.03,1.03,0.99,532500.0,0.0
972,2017-11-13,1.0,1.0,1.01,1.0,229000.0,0.020408163265306145
973,2017-11-14,0.98,1.0,1.0,0.98,74600.0,0.06521739130434767
974,2017-11-15,0.92,0.995,0.995,0.9,1140000.0,0.01098901098901095
975,2017-11-16,0.91,0.925,0.925,0.91,236600.0,0.03409090909090917
976,2017-11-17,0.88,0.9,0.91,0.87,797500.0,0.06666666666666665
977,2017-11-20,0.825,0.87,0.87,0.805,718700.0,0.031249999999999778
978,2017-11-21,0.8,0.82,0.82,0.74,913900.0,0.0
979,2017-11-22,0.8,0.795,0.8,0.795,89000.0,0.0
980,2017-11-23,0.8,0.8,0.8,0.795,351800.0,0.0
981,2017-11-24,0.8,0.795,0.8,0.78,201800.0,0.012658227848101333
982,2017-11-27,0.79,0.8,0.805,0.79,106800.0,0.0
983,2017-11-28,0.79,0.79,0.79,0.785,170900.0,0.0
984,2017-11-29,0.79,0.795,0.795,0.79,143600.0,-0.03658536585365846
985,2017-11-30,0.82,0.79,0.83,0.79,344200.0,0.012345679012345512
986,2017-12-04,0.81,0.815,0.825,0.81,150400.0,0.012499999999999956
987,2017-12-05,0.8,0.82,0.82,0.8,133700.0,-0.024390243902438935
988,2017-12-06,0.82,0.81,0.82,0.8,81000.0,0.02499999999999991
989,2017-12-07,0.8,0.82,0.82,0.8,122800.0,-0.036144578313252906
990,2017-12-08,0.83,0.815,0.83,0.8,118000.0,-0.02352941176470591
991,2017-12-11,0.85,0.83,0.895,0.83,68500.0,0.017964071856287456
992,2017-12-12,0.835,0.835,0.86,0.835,21500.0,-0.005952380952380931
993,2017-12-13,0.84,0.835,0.85,0.825,57100.0,-0.0117647058823529
994,2017-12-14,0.85,0.845,0.85,0.845,133700.0,0.0
995,2017-12-15,0.85,0.845,0.85,0.845,27300.0,0.00591715976331364
996,2017-12-18,0.845,0.845,0.845,0.845,51100.0,0.036809815950920255
997,2017-12-19,0.815,0.84,0.84,0.815,37100.0,-0.01807228915662651
998,2017-12-20,0.83,0.815,0.83,0.815,63500.0,0.012195121951219523
999,2017-12-21,0.82,0.815,0.82,0.815,36000.0,-0.017964071856287456
1000,2017-12-22,0.835,0.83,0.835,0.83,5000.0,0.006024096385542244
1001,2017-12-27,0.83,0.835,0.835,0.83,61100.0,0.0
1002,2017-12-28,0.83,0.835,0.835,0.82,14100.0,0.0060606060606061
1003,2017-12-29,0.825,0.83,0.83,0.82,22100.0,0.01851851851851838
1004,2018-01-02,0.81,0.815,0.82,0.81,88000.0,0.0
1005,2018-01-03,0.81,0.81,0.815,0.81,133700.0,-0.03571428571428559
1006,2018-01-04,0.84,0.825,0.85,0.825,95000.0,-0.07182320441988954
1007,2018-01-05,0.905,0.855,0.97,0.855,177900.0,-0.021621621621621623
1008,2018-01-08,0.925,0.93,0.95,0.925,429000.0,0.005434782608695565
1009,2018-01-09,0.92,0.935,0.935,0.915,184200.0,0.0
1010,2018-01-10,0.92,0.95,0.95,0.9,123300.0,0.0
1011,2018-01-11,0.92,0.92,0.92,0.92,55000.0,-0.02127659574468077
1012,2018-01-12,0.94,0.92,0.94,0.9,50500.0,0.03296703296703285
1013,2018-01-15,0.91,0.92,0.93,0.91,284800.0,0.005524861878453136
1014,2018-01-16,0.905,0.905,0.91,0.905,97800.0,0.0
1015,2018-01-17,0.905,0.905,0.905,0.9,114400.0,0.011173184357541999
1016,2018-01-18,0.895,0.905,0.905,0.895,76000.0,0.028735632183908066
1017,2018-01-19,0.87,0.9,0.9,0.87,232400.0,0.041916167664670656
1018,2018-01-22,0.835,0.86,0.86,0.835,37000.0,0.030864197530864113
1019,2018-01-23,0.81,0.835,0.835,0.805,199600.0,-0.041420118343195145
1020,2018-01-24,0.845,0.835,0.845,0.815,42000.0,0.005952380952380931
1021,2018-01-25,0.84,0.845,0.85,0.84,113500.0,0.024390243902439046
1022,2018-01-29,0.82,0.815,0.82,0.8,61800.0,0.02499999999999991
1023,2018-01-30,0.8,0.81,0.81,0.8,104200.0,0.0
1024,2018-02-02,0.8,0.82,0.82,0.8,93300.0,0.012658227848101333
1025,2018-02-05,0.79,0.8,0.81,0.79,93000.0,0.019354838709677358
1026,2018-02-06,0.775,0.77,0.775,0.75,51600.0,0.0
1027,2018-02-07,0.775,0.795,0.795,0.775,62900.0,0.03333333333333344
1028,2018-02-08,0.75,0.77,0.77,0.75,99900.0,0.013513513513513598
1029,2018-02-09,0.74,0.745,0.745,0.74,30500.0,0.0
1030,2018-02-12,0.74,0.74,0.745,0.74,20100.0,0.0
1031,2018-02-13,0.74,0.74,0.74,0.74,61900.0,0.0
1032,2018-02-14,0.74,0.735,0.74,0.735,96500.0,0.0
1033,2018-02-15,0.74,0.74,0.74,0.74,35000.0,-0.013333333333333308
1034,2018-02-19,0.75,0.74,0.795,0.74,129900.0,0.013513513513513598
1035,2018-02-20,0.74,0.75,0.75,0.74,100000.0,0.013698630136986356
1036,2018-02-21,0.73,0.735,0.74,0.73,57000.0,0.006896551724137945
1037,2018-02-22,0.725,0.73,0.73,0.725,70000.0,-0.020270270270270285
1038,2018-02-23,0.74,0.735,0.74,0.73,95100.0,-0.02631578947368418
1039,2018-02-26,0.76,0.74,0.785,0.74,303500.0,0.0
1040,2018-02-27,0.76,0.78,0.78,0.76,212000.0,0.0
1041,2018-02-28,0.76,0.76,0.765,0.76,365900.0,0.048275862068965614
1042,2018-03-01,0.725,0.755,0.755,0.725,27800.0,0.0
1043,2018-03-02,0.725,0.72,0.73,0.72,110400.0,0.021126760563380254
1044,2018-03-05,0.71,0.725,0.725,0.71,91700.0,-0.01388888888888895
1045,2018-03-06,0.72,0.72,0.725,0.71,144600.0,0.006993006993007089
1046,2018-03-07,0.715,0.71,0.715,0.71,23100.0,0.021428571428571352
1047,2018-03-08,0.7,0.705,0.705,0.7,104500.0,0.02941176470588225
1048,2018-03-12,0.68,0.69,0.69,0.67,103200.0,-0.02857142857142847
1049,2018-03-13,0.7,0.66,0.7,0.66,13900.0,0.0
1050,2018-03-14,0.7,0.67,0.7,0.67,20200.0,0.0
1051,2018-03-15,0.7,0.7,0.7,0.7,3000.0,0.01449275362318847
1052,2018-03-21,0.69,0.69,0.69,0.69,12000.0,0.014705882352941124
1053,2018-03-22,0.68,0.68,0.68,0.68,10000.0,0.014925373134328401
1054,2018-03-23,0.67,0.675,0.675,0.67,10800.0,-0.042857142857142705
1055,2018-03-26,0.7,0.66,0.7,0.66,11500.0,0.06870229007633566
1056,2018-03-27,0.655,0.67,0.68,0.655,73500.0,0.07377049180327866
1057,2018-03-29,0.61,0.625,0.63,0.61,171400.0,-0.016129032258064502
1058,2018-03-30,0.62,0.605,0.62,0.605,12000.0,0.04201680672268915
1059,2018-04-02,0.595,0.615,0.615,0.595,41800.0,-0.008333333333333304
1060,2018-04-03,0.6,0.585,0.6,0.585,42000.0,0.025641025641025772
1061,2018-04-04,0.585,0.585,0.59,0.585,33000.0,-0.025000000000000022
1062,2018-04-05,0.6,0.58,0.6,0.58,35000.0,0.008403361344537785
1063,2018-04-09,0.595,0.595,0.595,0.595,10000.0,-0.040322580645161366
1064,2018-04-10,0.62,0.6,0.62,0.6,61200.0,0.024793388429751984
1065,2018-04-11,0.605,0.62,0.625,0.6,263300.0,-0.008196721311475419
1066,2018-04-12,0.61,0.61,0.64,0.61,221600.0,-0.031746031746031744
1067,2018-04-13,0.63,0.615,0.645,0.615,195900.0,-0.015625
1068,2018-04-16,0.64,0.64,0.64,0.635,95300.0,0.007874015748031482
1069,2018-04-17,0.635,0.64,0.645,0.63,89000.0,-0.037878787878787956
1070,2018-04-19,0.66,0.635,0.66,0.63,101200.0,0.0
1071,2018-04-20,0.66,0.66,0.66,0.66,1000.0,0.04761904761904767
1072,2018-04-23,0.63,0.65,0.65,0.63,40800.0,0.0
1073,2018-04-24,0.63,0.63,0.635,0.63,36300.0,0.016129032258064502
1074,2018-04-25,0.62,0.625,0.625,0.62,46400.0,0.024793388429751984
1075,2018-04-27,0.605,0.62,0.62,0.605,91100.0,0.008333333333333304
1076,2018-04-30,0.6,0.605,0.605,0.6,10000.0,-0.040000000000000036
1077,2018-05-02,0.625,0.615,0.63,0.605,37600.0,0.008064516129032251
1078,2018-05-03,0.62,0.62,0.62,0.62,2000.0,0.016393442622950838
1079,2018-05-07,0.61,0.61,0.61,0.61,3000.0,-0.02400000000000002
1080,2018-05-08,0.625,0.62,0.63,0.62,20300.0,0.2755102040816326
1081,2018-05-14,0.49,0.625,0.625,0.49,392700.0,0.11363636363636354
1082,2018-05-15,0.44,0.48,0.49,0.4,396200.0,0.04761904761904767
1083,2018-05-16,0.42,0.44,0.44,0.42,149300.0,0.18309859154929575
1084,2018-05-17,0.355,0.42,0.42,0.35,621700.0,0.014285714285714235
1085,2018-05-18,0.35,0.355,0.36,0.34,302000.0,-0.014084507042253502
1086,2018-05-21,0.355,0.34,0.38,0.33,173500.0,-0.01388888888888895
1087,2018-05-22,0.36,0.35,0.36,0.35,163000.0,-0.052631578947368474
