,Date,Close,Open,High,Low,Volume,Change
361,2015-03-23,1.36,1.37,1.38,1.35,94500.0,-0.021582733812949506
362,2015-03-24,1.39,1.38,1.4,1.38,140000.0,-0.021126760563380254
363,2015-03-25,1.42,1.41,1.42,1.37,112000.0,-0.006993006993006978
364,2015-03-26,1.43,1.41,1.45,1.41,1070000.0,-0.00694444444444442
365,2015-03-27,1.44,1.46,1.48,1.4,593100.0,0.028571428571428692
366,2015-03-30,1.4,1.43,1.5,1.4,279600.0,0.007194244604316502
367,2015-03-31,1.39,1.4,1.4,1.39,45000.0,0.014598540145985162
368,2015-04-01,1.37,1.4,1.4,1.36,204500.0,-0.014388489208632893
369,2015-04-02,1.39,1.39,1.4,1.39,17000.0,-0.0071428571428571175
370,2015-04-03,1.4,1.39,1.43,1.39,37700.0,0.007194244604316502
371,2015-04-06,1.39,1.4,1.4,1.38,52900.0,-0.0071428571428571175
372,2015-04-07,1.4,1.4,1.42,1.4,129100.0,-0.007092198581560294
373,2015-04-08,1.41,1.42,1.43,1.41,70000.0,-0.007042253521126751
374,2015-04-09,1.42,1.42,1.43,1.42,44000.0,0.007092198581560183
375,2015-04-10,1.41,1.42,1.42,1.4,128000.0,0.0071428571428571175
376,2015-04-13,1.4,1.42,1.42,1.4,54000.0,-0.014084507042253502
377,2015-04-14,1.42,1.41,1.43,1.41,92200.0,-0.006993006993006978
378,2015-04-15,1.43,1.42,1.46,1.42,1250000.0,-0.046666666666666745
379,2015-04-16,1.5,1.46,1.53,1.46,1150000.0,0.0
380,2015-04-17,1.5,1.48,1.53,1.47,270400.0,0.0
381,2015-04-20,1.5,1.49,1.51,1.49,272900.0,-0.0066225165562914245
382,2015-04-21,1.51,1.5,1.51,1.49,267500.0,0.020270270270270396
383,2015-04-22,1.48,1.5,1.5,1.48,26000.0,0.013698630136986356
384,2015-04-23,1.46,1.46,1.47,1.45,100700.0,-0.026666666666666727
385,2015-04-24,1.5,1.47,1.51,1.46,351800.0,0.013513513513513598
386,2015-04-27,1.48,1.5,1.5,1.48,52000.0,0.013698630136986356
387,2015-04-28,1.46,1.46,1.46,1.41,41000.0,0.028169014084507005
388,2015-04-30,1.42,1.42,1.46,1.42,11000.0,-0.01388888888888895
389,2015-05-05,1.44,1.42,1.45,1.42,11500.0,-0.020408163265306145
390,2015-05-06,1.47,1.46,1.47,1.45,72000.0,-0.026490066225165587
391,2015-05-07,1.51,1.49,1.54,1.48,269400.0,-0.013071895424836666
392,2015-05-08,1.53,1.51,1.53,1.5,294700.0,0.0
393,2015-05-11,1.53,1.54,1.54,1.53,117000.0,0.020000000000000018
394,2015-05-12,1.5,1.49,1.51,1.49,58400.0,0.0
395,2015-05-13,1.5,1.5,1.5,1.45,32000.0,0.0
396,2015-05-14,1.5,1.47,1.5,1.47,10800.0,0.0
397,2015-05-15,1.5,1.5,1.5,1.5,87200.0,0.0
398,2015-05-18,1.5,1.53,1.53,1.5,36300.0,0.0
399,2015-05-19,1.5,1.5,1.5,1.5,110900.0,0.013513513513513598
400,2015-05-20,1.48,1.5,1.5,1.48,17900.0,0.013698630136986356
401,2015-05-21,1.46,1.48,1.49,1.46,118000.0,0.0
402,2015-05-22,1.46,1.48,1.48,1.46,25500.0,0.04285714285714293
403,2015-05-25,1.4,1.42,1.42,1.4,48800.0,0.0
404,2015-05-26,1.4,1.4,1.42,1.4,17000.0,-0.014084507042253502
405,2015-05-27,1.42,1.38,1.42,1.38,50800.0,0.0
406,2015-05-28,1.42,1.42,1.42,1.39,35000.0,0.0
407,2015-05-29,1.42,1.42,1.43,1.4,112800.0,0.0
408,2015-06-01,1.42,1.4,1.42,1.4,1100.0,0.014285714285714235
409,2015-06-02,1.4,1.42,1.42,1.4,243000.0,0.0
410,2015-06-03,1.4,1.4,1.4,1.38,564300.0,0.01449275362318847
411,2015-06-04,1.38,1.4,1.4,1.38,70500.0,0.0
412,2015-06-05,1.38,1.39,1.39,1.37,49900.0,0.022222222222222143
413,2015-06-08,1.35,1.38,1.39,1.35,190100.0,0.0546875
414,2015-06-09,1.28,1.34,1.35,1.28,746300.0,-0.007751937984496138
415,2015-06-10,1.29,1.28,1.3,1.28,799600.0,0.023809523809523725
416,2015-06-11,1.26,1.3,1.3,1.26,619900.0,-0.007874015748031482
417,2015-06-12,1.27,1.26,1.27,1.25,178300.0,0.0
418,2015-06-15,1.27,1.27,1.27,1.25,651100.0,0.007936507936507908
419,2015-06-16,1.26,1.27,1.27,1.25,82800.0,0.016129032258064502
420,2015-06-17,1.24,1.26,1.26,1.24,130199.99999999999,0.024793388429751984
421,2015-06-18,1.21,1.23,1.25,1.21,500700.0,0.0
422,2015-06-19,1.21,1.21,1.22,1.2,542000.0,0.025423728813559254
423,2015-06-22,1.18,1.21,1.22,1.16,604600.0,-0.01666666666666672
424,2015-06-23,1.2,1.19,1.2,1.18,174500.0,-0.032258064516129115
425,2015-06-24,1.24,1.22,1.24,1.22,148000.0,0.008130081300812941
426,2015-06-25,1.23,1.23,1.24,1.21,244100.0,0.025000000000000133
427,2015-06-26,1.2,1.23,1.23,1.2,157500.0,0.0
428,2015-06-29,1.2,1.2,1.2,1.17,88500.0,0.008403361344537785
429,2015-06-30,1.19,1.19,1.19,1.19,69000.0,-0.0325203252032521
430,2015-07-01,1.23,1.2,1.23,1.2,281000.0,-0.016000000000000014
431,2015-07-02,1.25,1.25,1.27,1.24,105000.0,0.016260162601626105
432,2015-07-03,1.23,1.23,1.24,1.22,217000.0,0.04237288135593231
433,2015-07-06,1.18,1.2,1.2,1.17,183100.0,0.026086956521739202
434,2015-07-07,1.15,1.18,1.18,1.15,224700.0,0.08490566037735836
435,2015-07-08,1.06,1.15,1.15,1.03,430800.0,-0.01851851851851849
436,2015-07-09,1.08,1.05,1.08,1.05,296000.0,-0.027027027027027084
437,2015-07-10,1.11,1.09,1.13,1.09,305900.0,-0.03478260869565197
438,2015-07-13,1.15,1.1,1.15,1.1,89400.0,0.02678571428571419
439,2015-07-14,1.12,1.14,1.14,1.11,67000.0,0.0
440,2015-07-15,1.12,1.12,1.12,1.12,53700.0,0.0181818181818183
441,2015-07-16,1.1,1.1,1.1,1.1,2000.0,-0.0265486725663715
442,2015-07-20,1.13,1.12,1.13,1.1,59200.0,0.008928571428571175
443,2015-07-21,1.12,1.13,1.13,1.1,120300.0,0.03703703703703698
444,2015-07-22,1.08,1.1,1.11,1.08,327900.0,0.0
445,2015-07-23,1.08,1.08,1.08,1.08,49200.0,0.0
446,2015-07-24,1.08,1.08,1.08,1.07,84000.0,0.05882352941176472
447,2015-07-27,1.02,1.03,1.06,1.02,562100.0,0.0
448,2015-07-28,1.02,1.01,1.05,1.0,177100.0,0.0
449,2015-07-29,1.02,1.01,1.03,1.01,429900.0,-0.009708737864077666
450,2015-07-30,1.03,1.02,1.04,1.02,266300.0,-0.03738317757009346
451,2015-07-31,1.07,1.04,1.07,1.04,213000.0,0.03883495145631066
452,2015-08-03,1.03,1.02,1.07,1.02,487400.0,0.01980198019801982
453,2015-08-04,1.01,1.04,1.04,1.0,703200.0,0.0
454,2015-08-05,1.01,1.02,1.02,0.995,187200.0,0.015075376884422065
455,2015-08-06,0.995,0.995,1.0,0.985,337100.0,0.005050505050504972
456,2015-08-07,0.99,0.99,1.0,0.99,330600.0,0.0050761421319796
457,2015-08-10,0.985,0.99,1.01,0.905,588000.0,0.053475935828877
458,2015-08-11,0.935,0.935,0.935,0.925,28100.0,0.016304347826086918
459,2015-08-12,0.92,0.9,0.92,0.89,197900.0,-0.005405405405405461
460,2015-08-13,0.925,0.92,0.925,0.9,659200.0,0.016483516483516425
461,2015-08-14,0.91,0.905,0.91,0.895,186300.0,0.022471910112359605
462,2015-08-17,0.89,0.9,0.9,0.88,151300.0,-0.011111111111111072
463,2015-08-18,0.9,0.89,0.915,0.88,265600.0,-0.016393442622950838
464,2015-08-19,0.915,0.89,0.915,0.89,182500.0,-0.03684210526315779
465,2015-08-20,0.95,0.91,0.95,0.91,783700.0,0.0
466,2015-08-21,0.95,0.945,0.98,0.94,110400.0,0.0439560439560438
467,2015-08-24,0.91,0.9,0.93,0.89,378000.0,-0.010869565217391353
468,2015-08-25,0.92,0.89,0.96,0.89,134900.0,-0.02127659574468077
469,2015-08-26,0.94,0.94,0.945,0.93,65900.0,-0.04081632653061229
470,2015-08-27,0.98,0.95,0.985,0.95,251500.0,-0.010101010101010055
471,2015-08-28,0.99,0.995,1.02,0.99,458000.0,-0.005025125628140725
472,2015-09-01,0.995,1.02,1.05,0.99,255400.0,0.0
473,2015-09-02,0.995,0.99,0.995,0.99,15100.0,-0.02450980392156865
474,2015-09-03,1.02,1.01,1.03,1.0,104800.0,0.0
475,2015-09-04,1.02,1.03,1.03,1.01,99500.0,0.0
476,2015-09-07,1.02,1.02,1.02,1.01,47500.0,-0.019230769230769273
477,2015-09-08,1.04,1.03,1.04,1.02,98800.0,0.009708737864077666
478,2015-09-09,1.03,1.04,1.06,1.01,239500.0,-0.009615384615384581
479,2015-09-10,1.04,1.03,1.04,1.01,66800.0,0.009708737864077666
480,2015-09-11,1.03,1.05,1.07,1.03,346800.0,-0.03738317757009346
481,2015-09-14,1.07,1.04,1.08,1.02,489000.0,0.009433962264151052
482,2015-09-15,1.06,1.08,1.08,1.04,498600.0,-0.036363636363636376
483,2015-09-17,1.1,1.06,1.12,1.06,517000.0,-0.04347826086956508
484,2015-09-18,1.15,1.07,1.15,1.07,550600.0,0.0
485,2015-09-21,1.15,1.14,1.15,1.11,114800.0,0.0
486,2015-09-22,1.15,1.16,1.16,1.14,125800.0,0.0
487,2015-09-23,1.15,1.14,1.15,1.13,54700.0,-0.008620689655172376
488,2015-09-25,1.16,1.15,1.17,1.15,83800.0,0.0
489,2015-09-28,1.16,1.17,1.17,1.13,113500.0,0.03571428571428559
490,2015-09-29,1.12,1.12,1.13,1.11,63200.0,0.009009009009008917
491,2015-09-30,1.11,1.12,1.12,1.11,53000.0,-0.017699115044247593
492,2015-10-01,1.13,1.12,1.13,1.11,23000.0,0.008928571428571175
493,2015-10-02,1.12,1.12,1.13,1.11,48900.0,-0.01754385964912264
494,2015-10-05,1.14,1.08,1.14,1.08,55000.0,-0.02564102564102566
495,2015-10-06,1.17,1.16,1.17,1.16,113000.0,-0.09302325581395354
496,2015-10-07,1.29,1.18,1.29,1.18,814700.0,0.040322580645161255
497,2015-10-08,1.24,1.32,1.34,1.24,260200.0,-0.04615384615384621
498,2015-10-09,1.3,1.29,1.33,1.29,664200.0,-0.007633587786259555
499,2015-10-12,1.31,1.3,1.34,1.3,299000.0,0.015503875968992276
500,2015-10-13,1.29,1.29,1.3,1.25,343100.0,-0.007692307692307665
501,2015-10-15,1.3,1.3,1.31,1.3,100300.0,-0.007633587786259555
502,2015-10-16,1.31,1.31,1.31,1.3,88400.0,0.0
503,2015-10-19,1.31,1.3,1.31,1.3,59500.0,0.007692307692307665
504,2015-10-20,1.3,1.31,1.31,1.3,60600.0,0.040000000000000036
505,2015-10-23,1.25,1.26,1.26,1.25,25000.0,0.0
506,2015-10-26,1.25,1.26,1.26,1.25,38900.0,0.0
507,2015-10-27,1.25,1.25,1.25,1.23,35800.0,0.024590163934426146
508,2015-10-28,1.22,1.23,1.23,1.2,59800.0,-0.016129032258064502
509,2015-10-29,1.24,1.25,1.28,1.24,35400.0,0.0
510,2015-10-30,1.24,1.25,1.25,1.24,43800.0,-0.023622047244094557
511,2015-11-02,1.27,1.25,1.27,1.25,148200.0,0.0
512,2015-11-03,1.27,1.27,1.27,1.23,28000.0,0.0
513,2015-11-04,1.27,1.28,1.28,1.27,16000.0,0.0
514,2015-11-05,1.27,1.27,1.29,1.27,28300.0,0.0
515,2015-11-06,1.27,1.27,1.27,1.27,9000.0,0.007936507936507908
516,2015-11-09,1.26,1.25,1.26,1.25,13600.0,-0.015625
517,2015-11-11,1.28,1.26,1.28,1.26,32900.0,-0.022900763358778664
518,2015-11-12,1.31,1.26,1.31,1.25,79400.0,-0.07092198581560272
519,2015-11-13,1.41,1.3,1.42,1.3,779000.0,0.0
520,2015-11-16,1.41,1.36,1.41,1.36,698100.0,0.0071428571428571175
521,2015-11-17,1.4,1.38,1.4,1.38,894000.0,0.0
522,2015-11-18,1.4,1.39,1.4,1.37,939900.0,0.0
523,2015-11-19,1.4,1.4,1.41,1.4,190700.0,0.0
524,2015-11-20,1.4,1.4,1.41,1.4,307200.0,-0.014084507042253502
525,2015-11-23,1.42,1.42,1.42,1.41,215500.0,0.02898550724637694
526,2015-11-24,1.38,1.41,1.41,1.38,38000.0,0.007299270072992581
527,2015-11-25,1.37,1.38,1.38,1.37,362600.0,-0.007246376811594013
528,2015-11-26,1.38,1.37,1.38,1.37,170000.0,-0.061224489795918435
529,2015-11-27,1.47,1.43,1.48,1.43,659200.0,0.0753474762253108
530,2015-11-30,1.367,1.406,1.425,1.367,240300.0,0.02859292701279159
531,2015-12-01,1.329,1.348,1.348,1.31,719000.0,-0.007468259895444418
532,2015-12-02,1.339,1.339,1.339,1.339,201400.0,-0.00667655786350152
533,2015-12-03,1.348,1.348,1.348,1.339,184100.0,0.006721433905900076
534,2015-12-04,1.339,1.348,1.348,1.339,221500.0,0.007524454477050524
535,2015-12-07,1.329,1.339,1.339,1.32,105400.0,0.01450381679389312
536,2015-12-08,1.31,1.32,1.339,1.3,120700.0,0.007692307692307665
537,2015-12-09,1.3,1.35,1.35,1.3,34000.0,0.040000000000000036
538,2015-12-10,1.25,1.28,1.28,1.25,84000.0,0.04166666666666674
539,2015-12-14,1.2,1.21,1.21,1.16,48200.0,0.04347826086956519
540,2015-12-15,1.15,1.2,1.2,1.15,28000.0,0.0
541,2015-12-16,1.15,1.16,1.17,1.13,22300.0,-0.017094017094017144
542,2015-12-18,1.17,1.17,1.17,1.17,1000.0,0.0
543,2015-12-21,1.17,1.17,1.17,1.15,17600.0,0.0
544,2015-12-22,1.17,1.17,1.17,1.17,5000.0,-0.025000000000000022
545,2015-12-28,1.2,1.19,1.22,1.19,28000.0,-0.040000000000000036
546,2015-12-29,1.25,1.22,1.25,1.22,61000.0,-0.007936507936507908
547,2015-12-30,1.26,1.25,1.29,1.25,72800.0,0.0
548,2015-12-31,1.26,1.26,1.26,1.26,10000.0,0.008000000000000007
549,2016-01-04,1.25,1.25,1.25,1.25,7700.0,-0.03846153846153855
550,2016-01-05,1.3,1.3,1.3,1.3,1000.0,0.040000000000000036
551,2016-01-06,1.25,1.28,1.28,1.25,25500.0,0.050420168067226934
552,2016-01-07,1.19,1.2,1.2,1.19,60000.0,0.008474576271186418
553,2016-01-08,1.18,1.19,1.19,1.17,35000.0,0.0
554,2016-01-11,1.18,1.19,1.19,1.18,21000.0,0.01724137931034475
555,2016-01-12,1.16,1.17,1.17,1.16,8500.0,0.008695652173912993
556,2016-01-13,1.15,1.14,1.17,1.14,60000.0,0.00877192982456143
557,2016-01-15,1.14,1.12,1.14,1.12,5200.0,0.036363636363636154
558,2016-01-18,1.1,1.12,1.12,1.1,80000.0,-0.009009009009009028
559,2016-01-19,1.11,1.1,1.14,1.09,136200.0,0.0277777777777779
560,2016-01-20,1.08,1.13,1.14,1.08,28300.0,0.028571428571428692
561,2016-01-22,1.05,1.08,1.08,1.03,318400.0,0.01941747572815533
562,2016-01-26,1.03,1.05,1.05,1.01,85700.0,0.01980198019801982
563,2016-01-27,1.01,1.03,1.03,1.0,73200.0,0.010000000000000009
564,2016-01-28,1.0,1.03,1.03,1.0,121600.0,-0.11504424778761058
565,2016-01-29,1.13,1.04,1.13,1.04,128199.99999999999,0.027272727272727115
566,2016-02-02,1.1,1.1,1.1,1.1,30000.0,0.0185185185185186
567,2016-02-03,1.08,1.08,1.08,1.08,22000.0,-0.044247787610619316
568,2016-02-04,1.13,1.1,1.13,1.1,18000.0,-0.017391304347826098
569,2016-02-05,1.15,1.13,1.16,1.13,38400.0,0.0
570,2016-02-10,1.15,1.15,1.15,1.15,2100.0,0.00877192982456143
571,2016-02-11,1.14,1.16,1.16,1.14,114600.0,0.01785714285714257
572,2016-02-12,1.12,1.13,1.13,1.11,26100.0,-0.0344827586206895
573,2016-02-15,1.16,1.15,1.17,1.15,33500.0,-0.025210084033613467
574,2016-02-16,1.19,1.18,1.19,1.17,35500.0,0.034782608695652195
575,2016-02-17,1.15,1.18,1.18,1.15,31000.0,-0.04958677685950419
576,2016-02-18,1.21,1.2,1.21,1.2,23000.0,0.0431034482758621
577,2016-02-19,1.16,1.17,1.17,1.16,62000.0,-0.033333333333333326
578,2016-02-22,1.2,1.18,1.21,1.18,56500.0,-0.07692307692307698
579,2016-02-23,1.3,1.33,1.33,1.27,121800.0,0.0
580,2016-02-24,1.3,1.29,1.3,1.29,28500.0,0.048387096774193505
581,2016-02-25,1.24,1.29,1.29,1.24,162000.0,0.0
582,2016-02-26,1.24,1.24,1.24,1.23,136000.0,0.016393442622950838
583,2016-02-29,1.22,1.24,1.24,1.17,65099.99999999999,-0.031746031746031744
584,2016-03-01,1.26,1.22,1.3,1.22,166900.0,0.016129032258064502
585,2016-03-02,1.24,1.24,1.24,1.24,13000.0,-0.04615384615384621
586,2016-03-03,1.3,1.27,1.31,1.27,596900.0,-0.015151515151515138
587,2016-03-04,1.32,1.32,1.39,1.3,994200.0,0.023255813953488413
588,2016-03-07,1.29,1.36,1.36,1.29,439000.0,0.03200000000000003
589,2016-03-08,1.25,1.3,1.3,1.24,164300.0,0.0
590,2016-03-09,1.25,1.23,1.26,1.23,361000.0,0.008064516129032251
591,2016-03-10,1.24,1.25,1.25,1.22,137400.0,-0.008000000000000007
592,2016-03-11,1.25,1.23,1.26,1.22,217300.0,0.024590163934426146
593,2016-03-14,1.22,1.26,1.27,1.22,780300.0,0.033898305084745894
594,2016-03-15,1.18,1.23,1.23,1.18,609500.0,0.008547008547008517
595,2016-03-16,1.17,1.19,1.19,1.17,464900.0,-0.025000000000000022
596,2016-03-17,1.2,1.2,1.22,1.17,745100.0,-0.032258064516129115
597,2016-03-18,1.24,1.22,1.24,1.21,148800.0,-0.015873015873015928
598,2016-03-21,1.26,1.26,1.26,1.23,243800.0,-0.007874015748031482
599,2016-03-22,1.27,1.28,1.29,1.27,477100.0,-0.0078125
600,2016-03-23,1.28,1.27,1.28,1.26,115300.0,0.015873015873015817
601,2016-03-24,1.26,1.27,1.28,1.25,124000.0,-0.015625
602,2016-03-25,1.28,1.26,1.28,1.25,8000.0,-0.007751937984496138
603,2016-03-28,1.29,1.29,1.29,1.27,32700.000000000004,0.0078125
604,2016-03-29,1.28,1.28,1.28,1.27,17000.0,0.02400000000000002
605,2016-03-30,1.25,1.26,1.27,1.25,120000.0,-0.007936507936507908
606,2016-03-31,1.26,1.26,1.26,1.25,32500.0,0.0
607,2016-04-01,1.26,1.25,1.26,1.25,26400.0,0.015310233682514163
608,2016-04-04,1.2409999999999999,1.2409999999999999,1.2409999999999999,1.2209999999999999,121200.0,0.008123476848090894
609,2016-04-05,1.2309999999999999,1.2309999999999999,1.2309999999999999,1.2209999999999999,84500.0,0.0
610,2016-04-06,1.2309999999999999,1.2209999999999999,1.2309999999999999,1.2209999999999999,270600.0,0.0
611,2016-04-07,1.2309999999999999,1.2309999999999999,1.2309999999999999,1.2209999999999999,363400.0,0.008190008190008147
612,2016-04-08,1.2209999999999999,1.2209999999999999,1.2209999999999999,1.2009999999999998,200000.0,0.0
613,2016-04-11,1.2209999999999999,1.2109999999999999,1.2309999999999999,1.2109999999999999,88500.0,-0.016116035455278066
614,2016-04-12,1.2409999999999999,1.2209999999999999,1.2409999999999999,1.2209999999999999,104000.0,-0.015079365079365137
615,2016-04-13,1.26,1.25,1.26,1.25,250100.0,0.0
616,2016-04-14,1.26,1.26,1.27,1.26,170300.0,-0.015625
617,2016-04-15,1.28,1.26,1.29,1.26,205000.0,0.02400000000000002
618,2016-04-18,1.25,1.26,1.26,1.23,275500.0,0.008064516129032251
619,2016-04-19,1.24,1.25,1.25,1.24,43000.0,-0.015873015873015928
620,2016-04-20,1.26,1.26,1.26,1.26,16000.0,-0.052631578947368474
621,2016-04-21,1.33,1.26,1.33,1.26,384500.0,0.023076923076922995
622,2016-04-22,1.3,1.31,1.31,1.3,63000.0,0.007751937984496138
623,2016-04-25,1.29,1.3,1.3,1.28,105700.0,0.015748031496062964
624,2016-04-26,1.27,1.28,1.29,1.27,68700.0,-0.0078125
625,2016-04-27,1.28,1.29,1.29,1.27,67100.0,-0.007751937984496138
626,2016-04-28,1.29,1.28,1.29,1.26,132900.0,-0.007692307692307665
627,2016-04-29,1.3,1.3,1.3,1.28,67000.0,0.007751937984496138
628,2016-05-03,1.29,1.28,1.29,1.26,91400.0,0.0
629,2016-05-04,1.29,1.26,1.29,1.26,35200.0,0.0078125
630,2016-05-05,1.28,1.26,1.28,1.26,33200.0,0.0
631,2016-05-06,1.28,1.26,1.28,1.25,131300.0,0.0
632,2016-05-09,1.28,1.28,1.28,1.28,100.0,0.015873015873015817
633,2016-05-10,1.26,1.26,1.26,1.25,19000.0,0.008000000000000007
634,2016-05-11,1.25,1.25,1.25,1.25,40800.0,-0.015748031496062964
635,2016-05-12,1.27,1.26,1.27,1.26,18000.0,0.007936507936507908
636,2016-05-13,1.26,1.26,1.26,1.25,219900.0,0.0
637,2016-05-16,1.26,1.26,1.26,1.26,60300.0,-0.015625
638,2016-05-17,1.28,1.27,1.28,1.27,131000.0,0.0
639,2016-05-18,1.28,1.27,1.28,1.27,327100.0,0.0
640,2016-05-19,1.28,1.27,1.28,1.27,172600.0,0.0
641,2016-05-20,1.28,1.27,1.28,1.27,19100.0,0.007874015748031482
642,2016-05-23,1.27,1.28,1.28,1.27,26300.0,0.0
643,2016-05-24,1.27,1.27,1.28,1.27,68500.0,0.0
644,2016-05-25,1.27,1.27,1.27,1.27,57700.0,-0.0078125
645,2016-05-26,1.28,1.27,1.28,1.27,7800.0,0.007874015748031482
646,2016-05-27,1.27,1.27,1.27,1.27,50800.0,0.10434782608695659
647,2016-05-30,1.15,1.23,1.23,1.15,276500.0,0.00877192982456143
648,2016-05-31,1.14,1.15,1.16,1.14,42000.0,-0.017241379310344862
649,2016-06-01,1.16,1.15,1.16,1.15,37000.0,-0.025210084033613467
650,2016-06-02,1.19,1.16,1.19,1.16,35000.0,0.008474576271186418
651,2016-06-03,1.18,1.18,1.18,1.18,30500.0,-0.024793388429752095
652,2016-06-07,1.21,1.2,1.21,1.2,56900.0,-0.008196721311475419
653,2016-06-08,1.22,1.22,1.23,1.21,158200.0,-0.02400000000000002
654,2016-06-09,1.25,1.23,1.25,1.23,142000.0,0.016260162601626105
655,2016-06-10,1.23,1.25,1.25,1.23,49000.0,-0.023809523809523836
656,2016-06-13,1.26,1.22,1.26,1.22,18000.0,0.008000000000000007
657,2016-06-14,1.25,1.25,1.25,1.25,100.0,-0.015748031496062964
658,2016-06-15,1.27,1.23,1.27,1.23,7100.0,0.040983606557376984
659,2016-06-16,1.22,1.23,1.23,1.21,46900.0,-0.016129032258064502
660,2016-06-17,1.24,1.18,1.24,1.18,3100.0,-0.008000000000000007
661,2016-06-20,1.25,1.24,1.25,1.23,100000.0,0.008064516129032251
662,2016-06-21,1.24,1.25,1.25,1.24,38500.0,-0.008000000000000007
663,2016-06-23,1.25,1.25,1.25,1.25,100.0,-0.007936507936507908
664,2016-06-24,1.26,1.24,1.26,1.22,302100.0,0.008000000000000007
665,2016-06-27,1.25,1.23,1.25,1.23,6200.0,0.016260162601626105
666,2016-06-28,1.23,1.23,1.23,1.22,12100.0,0.0
667,2016-06-29,1.23,1.22,1.23,1.22,11100.0,0.0
668,2016-06-30,1.23,1.23,1.23,1.22,35000.0,0.0
669,2016-07-01,1.23,1.21,1.23,1.2,13700.0,-0.008064516129032251
670,2016-07-04,1.24,1.19,1.24,1.19,500.0,0.0
671,2016-07-05,1.24,1.2,1.24,1.2,2100.0,0.008130081300812941
672,2016-07-08,1.23,1.23,1.23,1.23,100.0,0.0
673,2016-07-11,1.23,1.18,1.23,1.17,33900.0,0.03361344537815136
674,2016-07-12,1.19,1.19,1.19,1.18,28000.0,-0.0325203252032521
675,2016-07-13,1.23,1.19,1.24,1.19,26700.0,-0.016000000000000014
676,2016-07-14,1.25,1.19,1.25,1.19,25100.0,0.008064516129032251
677,2016-07-15,1.24,1.24,1.24,1.24,100.0,0.008130081300812941
678,2016-07-18,1.23,1.19,1.23,1.19,10100.0,0.0
679,2016-07-19,1.23,1.23,1.23,1.23,100.0,-0.016000000000000014
680,2016-07-20,1.25,1.23,1.25,1.23,276300.0,0.0
681,2016-07-21,1.25,1.23,1.25,1.23,14100.0,0.0
682,2016-07-22,1.25,1.25,1.25,1.25,100.0,0.0
683,2016-07-25,1.25,1.2,1.25,1.2,2300.0,0.008064516129032251
684,2016-07-26,1.24,1.2,1.24,1.2,32100.0,0.008130081300812941
685,2016-07-27,1.23,1.2,1.23,1.2,700.0,0.008196721311475308
686,2016-07-28,1.22,1.22,1.22,1.22,100.0,0.033898305084745894
687,2016-07-29,1.18,1.19,1.2,1.18,25000.0,-0.04065040650406504
688,2016-08-01,1.23,1.23,1.23,1.23,100.0,0.025000000000000133
689,2016-08-02,1.2,1.19,1.2,1.19,5100.0,0.0
690,2016-08-03,1.2,1.19,1.2,1.19,26500.0,0.008403361344537785
691,2016-08-04,1.19,1.19,1.19,1.19,89000.0,0.0
692,2016-08-05,1.19,1.19,1.19,1.18,27800.0,0.008474576271186418
693,2016-08-08,1.18,1.19,1.19,1.17,74700.0,0.0
694,2016-08-09,1.18,1.17,1.18,1.16,40600.0,0.008547008547008517
695,2016-08-10,1.17,1.18,1.18,1.16,67800.0,0.0
696,2016-08-11,1.17,1.17,1.17,1.15,134900.0,0.01739130434782621
697,2016-08-12,1.15,1.17,1.17,1.15,47400.0,-0.008620689655172376
698,2016-08-15,1.16,1.17,1.17,1.15,408300.0,-0.008547008547008517
699,2016-08-16,1.17,1.16,1.17,1.16,206200.0,0.008620689655172376
700,2016-08-17,1.16,1.17,1.17,1.16,85800.0,0.0
701,2016-08-18,1.16,1.15,1.16,1.15,22800.0,0.06422018348623837
702,2016-08-19,1.09,1.15,1.16,1.07,594300.0,-0.00909090909090915
703,2016-08-22,1.1,1.1,1.13,1.1,171800.0,-0.017857142857142905
704,2016-08-23,1.12,1.12,1.12,1.11,71500.0,0.009009009009008917
705,2016-08-24,1.11,1.1,1.11,1.09,72100.0,0.0277777777777779
706,2016-08-25,1.08,1.09,1.09,1.07,76500.0,0.04854368932038833
707,2016-08-26,1.03,1.07,1.07,1.03,561900.0,0.009803921568627416
708,2016-08-29,1.02,1.02,1.02,1.0,232200.0,0.0
709,2016-08-30,1.02,1.02,1.02,1.01,93900.0,0.04081632653061229
710,2016-09-01,0.98,1.01,1.01,0.95,808900.0,0.02617801047120416
711,2016-09-02,0.955,0.98,0.98,0.95,143000.0,0.021390374331550666
712,2016-09-05,0.935,0.95,0.95,0.91,329900.0,-0.01058201058201047
713,2016-09-06,0.945,0.93,0.95,0.93,39500.0,0.010695187165775222
714,2016-09-07,0.935,0.935,0.94,0.935,17700.0,-0.06030150753768837
715,2016-09-08,0.995,0.94,0.995,0.94,171700.0,0.0
716,2016-09-09,0.995,0.995,1.0,0.995,104400.0,0.0
717,2016-09-13,0.995,0.995,0.995,0.995,1000.0,-0.0050000000000000044
718,2016-09-14,1.0,1.0,1.0,1.0,1500.0,0.020408163265306145
719,2016-09-15,0.98,0.99,0.99,0.98,27000.0,0.010309278350515427
720,2016-09-19,0.97,0.98,0.98,0.97,10100.0,0.01041666666666674
721,2016-09-20,0.96,0.97,0.97,0.96,15000.0,0.0
722,2016-09-21,0.96,0.96,0.96,0.96,3000.0,0.0
723,2016-09-22,0.96,0.96,0.96,0.96,12000.0,0.0
